,Unnamed: 0,platform,genre,title,score
4680,4680,                                        Nintendo 64,action,Duke Nukem 64,73
4681,4681,                                        GameCube,action,BloodRayne,73
4682,4682,                                        Game Boy Advance,action,Blender Bros.,73
4683,4683,                                        GameCube,action,Pitfall: The Lost Expedition,73
4684,4684,                                        PlayStation 3,action,Arcana Heart 3,73
4685,4685,                                        PC,action,Battlefield 3: Close Quarters,73
4686,4686,                                        PlayStation 3,action,When Vikings Attack!,73
4687,4687,                                        iOS,action,Spunk and Moxie,73
4688,4688,                                        PC,action,Yatagarasu: Attack on Cataclysm,73
4689,4689,                                        PC,action,PixelJunk Shooter,73
4690,4690,                                        iOS,action,Real Steel World Robot Boxing,73
4691,4691,                                        iOS,action,Coldfire Keep,73
4692,4692,                                        PC,action,Lara Croft and the Temple of Osiris,73
4693,4693,                                        PC,action,RIVE,73
4694,4694,                                        PC,action,Borderlands: The Pre-Sequel - Claptastic Voyage and Ultimate Vault Hunter Upgrade Pack 2,73
4695,4695,                                        PlayStation 4,action,Mother Russia Bleeds,73
4696,4696,                                        Xbox One,action,Lumo,73
4697,4697,                                        PC,action,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,73
4698,4698,                                        Xbox One,action,Dragon Ball: Xenoverse 2,73
4699,4699,                                        Xbox One,action,HAWKEN,73
4700,4700,                                        Xbox One,action,Tennis in the Face,73
4701,4701,                                        Switch,action,Runner3,73
4702,4702,                                        PC,action,Double Kick Heroes,73
4703,4703,                                        PC,action,Dead or Alive 6,73
4704,4704,                                        Xbox One,action,ADIOS Amigos,73
4705,4705,                                        Switch,action,Neko Navy: Daydream Edition,73
4706,4706,                                        Xbox One,action,Sniper Elite V2 Remastered,73
4707,4707,                                        PlayStation 4,action,Strange Brigade,73
4708,4708,                                        PlayStation 4,action,Destiny 2: Shadowkeep,73
4709,4709,                                        PC,action,Call of Duty: Infinite Warfare,73
4710,4710,                                        PlayStation 4,action,LEGO Marvel Super Heroes 2,73
4711,4711,                                        PC,action,Strike Vector,73
4712,4712,                                        PlayStation 2,action,The King of Fighters '98 Ultimate Match,73
4713,4713,                                        Xbox One,action,Destiny: Rise of Iron,73
4714,4714,                                        PC,action,Rocket Arena,73
4715,4715,                                        iOS,action,Urban Ninja,73
4716,4716,                                        Wii,action,ThruSpace,73
4717,4717,                                        Xbox 360,action,Hybrid,73
