platform,genre,title,score
PC,Action,Diablo II: Lord of Destruction Review,8.2
PC,Action,Resident Evil 3 Nemesis Review,6.9
PC,Action,World War II Online: Blitzkrieg Review,5.8
PC,Action,Half-Life: Blue Shift Review,7
PC,Action,Atlantis: The Lost Empire Review,4.7
PC,Action,Pearl Harbor: Defend the Fleet Review,3.6
PC,Action,Star Trek: Voyager Elite Force Expansion Pack Review,6.6
PC,Action,Rune: Halls of Valhalla Review,5
PC,Action,Evil Dead: Hail to the King Review,3.4
PC,Action,WWII: Normandy Review,4.3
PC,Action,X-COM: Enforcer Review,6.4
PC,Action,Monkey Brains Review,5.9
PC,Action,Game Room Review,6.3
PC,Action,Tribes 2 Review,8.5
PC,Action,Summoner Review,7.6
PC,Action,Serious Sam: The First Encounter Review,8.9
PC,Action,Fallout Tactics: Brotherhood of Steel Review,8.3
PC,Action,KAO the Kangaroo Review,7.4
PC,Action,Blade of Darkness Review,7.2
PC,Action,Clive Barker's Undying Review,9.1
PC,Action,Carnivores: Ice Age Review,5.4
PC,Action,Oni Review,6.9
PC,Action,Chicken Run Review,5.1
PC,Action,No Escape Review,5.1
PC,Action,Dino Crisis Review,5.6
PC,Action,Project IGI: I'm Going In Review,7.5
PC,Action,Quake III: Team Arena Review,7.4
PC,Action,Freedom: First Resistance Review,3.9
PC,Action,Giants: Citizen Kabuto Review,9
PC,Action,American McGee's Alice Review,7.3
PC,Action,Fur Fighters Review,6.1
PC,Action,Gunman Chronicles Review,5.8
PC,Action,Tomb Raider: Chronicles Review,6.3
PC,Action,Hitman: Codename 47 Review,5.2
PC,Action,Half-Life: Counter-Strike Review,8.4
PC,Action,Star Trek: Deep Space Nine: The Fallen Review,7.7
PC,Action,Blair Witch Volume 3: The Elly Kedward Tale Review,4
PC,Action,Timeline Review,4.2
PC,Action,Pac-Man: Adventures in Time Review,7.3
PC,Action,Deep Raider Review,3
PC,Action,Delta Force: Land Warrior Review,7.3
PC,Action,The Operative: No One Lives Forever Review,9.3
PC,Action,Blair Witch Volume 2: The Legend of Coffin Rock Review,6.7
PC,Action,Rune Review,6.7
PC,Action,Rainbow Six: Covert Ops Essentials Review,5.2
PC,Action,Frogger 2: Swampy's Revenge Review,7.1
PC,Action,Metal Gear Solid Review,8.4
PC,Action,Blair Witch Volume 1: Rustin Parr Review,7.1
PC,Action,Sanity: Aiken's Artifact Review,6.6
PC,Action,Star Trek: Voyager Elite Force Review,8.6
PC,Action,High Impact Paintball Review,3
PC,Action,Heavy Metal: F.A.K.K. 2 Review,6.7
PC,Action,Soulbringer Review,6.6
PC,Action,KISS: Psycho Circus Review,6.6
PC,Action,BeachHead 2000 Review,3.9
PC,Action,Earthworm Jim 3D Review,3.2
PC,Action,Diablo II Review,8.5
PC,Action,Deus Ex Review,8.2
PC,Action,MDK2 Review,7.8
PC,Action,Evolva Review,7.3
PC,Action,Daikatana Review,4.6
PC,Action,Flying Heroes Review,7.8
PC,Action,Lemmings Revolution Review,7.1
PC,Action,Rogue Spear Mission Pack: Urban Operations Review,7.2
PC,Action,Codename Eagle Review,5.7
PC,Action,Messiah Review,6
PC,Action,Soldier of Fortune Review,7.7
PC,Action,Croc 2 Review,5.8
PC,Action,Thief II: The Metal Age Review,8.6
PC,Action,Die Hard Trilogy 2: Viva Las Vegas Review,3.8
PC,Action,Blaze & Blade - Eternal Quest Review,3.9
PC,Action,Stephen King's F13 Review,2.6
PC,Action,Mortyr 2093 - 1944 Review,3
PC,Action,Descent 3 Mercenary Review,6
PC,Action,Urban Chaos Review,8.3
PC,Action,Wild Wild West: The Steel Assassin Review,5.1
PC,Action,Spellbinder: The Nexus Conflict Review,7.5
PC,Action,Crusaders of Might and Magic Review,5.5
PC,Action,Quake III Arena Review,9.2
PC,Action,SWAT 3: Close Quarters Battle Review,8.3
PC,Action,Unreal Tournament Review,9.5
PC,Action,Nerf ArenaBlast Review,7
PC,Action,Indiana Jones and the Infernal Machine Review,6.3
PC,Action,Tomb Raider: The Last Revelation Review,7.4
PC,Action,Rayman 2: The Great Escape Review,9.3
PC,Action,The Wheel of Time Review,8.7
PC,Action,Omikron: The Nomad Soul Review,6
PC,Action,Half-Life: Opposing Force Review,9
PC,Action,Slave Zero Review,6.9
PC,Action,Bugs Bunny: Lost in Time Review,6.1
PC,Action,Nocturne Review,7
PC,Action,Spec Ops II: Green Berets Review,5.6
PC,Action,Carnivores 2 Review,7.3
PC,Action,Delta Force 2 Review,8.2
PC,Action,Revenant Review,7
PC,Action,Grand Theft Auto 2 Review,6.8
PC,Action,Sinistar: Unleashed Review,6
PC,Action,Tom Clancy's Rainbow Six: Rogue Spear Review,8
PC,Action,Legacy of Kain: Soul Reaver Review,8.2
PC,Action,Prince of Persia 3D Review,6
PC,Action,Drakan: Order of the Flame Review,7.5
PC,Action,System Shock 2 Review,8.5
PC,Action,Shadow Man Review,5
PC,Action,Outcast Review,8.6
PC,Action,Gulf War: Operation Desert Hammer Review,5.1
PC,Action,Hidden & Dangerous Review,7.1
PC,Action,Darkstone Review,8.6
PC,Action,Unreal Mission Pack: Return to Na Pali Review,5.5
PC,Action,Rayman Forever Review,6.9
PC,Action,Kingpin: Life of Crime Review,7.3
PC,Action,Descent 3 Review,9
PC,Action,Aliens versus Predator Review,8.3
PC,Action,Star Wars: Episode I The Phantom Menace Review,4.3
PC,Action,"Grand Theft Auto: London, 1969 Review",5.9
PC,Action,Lands of Lore III Review,4.3
PC,Action,Requiem: Avenging Angel Review,7.3
PC,Action,Sin Mission Pack: Wages of Sin Review,7.7
PC,Action,Resident Evil 2 Review,7
PC,Action,Army Men II Review,6.9
PC,Action,South Park Review,4.1
PC,Action,Tom Clancy's Rainbow Six Mission Pack: Eagle Watch Review,7.3
PC,Action,Thunder Brigade Review,5.1
PC,Action,Turok 2: Seeds of Evil Review,6.7
PC,Action,Stratego Review,7
PC,Action,H.E.D.Z. Review,5.2
PC,Action,FireTeam Review,8.5
PC,Action,Oddworld: Abe's Exoddus Review,8
PC,Action,Carnivores Review,7.1
PC,Action,Starsiege: Tribes Review,8.6
PC,Action,Dark Vengeance Review,7
PC,Action,Tomb Raider III Review,6.9
PC,Action,Spec Ops: Ranger Team Bravo Review,6.4
PC,Action,Fatal Abyss Review,5.6
PC,Action,Asteroids Review,7.6
PC,Action,King's Quest: The Mask of Eternity Review,7.6
PC,Action,The Elder Scrolls Adventures: Redguard Review,8.1
PC,Action,Centipede Review,6.9
PC,Action,Thief: The Dark Project Review,9.1
PC,Action,Blood II: The Chosen Review,7.4
PC,Action,Heretic II Review,8.1
PC,Action,Vigilance Review,5
PC,Action,Sin Review,7.7
PC,Action,Half-Life Review,9.4
PC,Action,Trespasser Review,3.9
PC,Action,Extreme Paintbrawl Review,1.7
PC,Action,Montezuma's Return Review,7.3
PC,Action,Space Bunnies Must Die! Review,5.7
PC,Action,Delta Force Review,9.1
PC,Action,Klingon Honor Guard Review,6.4
PC,Action,Die by the Sword: Limb from Limb Review,5.1
PC,Action,Barrage Review,6
PC,Action,Sentinel Returns Review,8.1
PC,Action,Gunmetal Review,6.4
PC,Action,Lode Runner 2 Review,8.2
PC,Action,Shogo: Mobile Armor Division Review,8.1
PC,Action,Heart of Darkness Review,7.1
PC,Action,Juggernaut Corps: First Assault Review,5.5
PC,Action,Quake II Mission Pack: Ground Zero Review,7.9
PC,Action,Tom Clancy's Rainbow Six Review,8
PC,Action,Deathtrap Dungeon Review,6.2
PC,Action,Mortal Kombat 4 Review,8.3
PC,Action,Get Medieval Review,7.1
PC,Action,Jazz Jackrabbit 2 Review,8.5
PC,Action,Vangers: One for the Road Review,4.8
PC,Action,NAM Review,4
PC,Action,Flesh Feast Review,4.9
PC,Action,Incoming Review,7.8
PC,Action,Beast Wars: Transformers Review,4.7
PC,Action,Redneck Rampage Rides Again Review,7.9
PC,Action,Quake II Mission Pack: The Reckoning Review,7.4
PC,Action,Unreal Review,8.4
PC,Action,Spec Ops: Rangers Lead the Way Review,6.8
PC,Action,Forsaken Review,8.9
PC,Action,Outwars Review,7.8
PC,Action,Army Men Review,7
PC,Action,Hexen II Mission Pack: Portal of Praevus Review,8.6
PC,Action,Aliens Online Review,7.2
PC,Action,Black Dahlia Review,5.9
PC,Action,Die by the Sword Review,7
PC,Action,Croc: Legend of the Gobbos Review,4.2
PC,Action,Shadow Master Review,4.7
PC,Action,Grand Theft Auto Review,6.4
PC,Action,Demonstar Review,4.7
PC,Action,Frogger Review,5
PC,Action,Jedi Knight: Mysteries of the Sith Review,7.8
PC,Action,Virtua Squad 2 Review,7.5
PC,Action,Scud: Industrial Evolution Review,4.9
PC,Action,Nightmare Creatures Review,5.5
PC,Action,X-Men: The Ravages of Apocalypse Review,4.9
PC,Action,Mass Destruction Review,7.3
PC,Action,netWAR Review,7.4
PC,Action,SWIV 3D Assault Review,5.5
PC,Action,SubSpace Review,7.9
PC,Action,Excalibur 2555 AD Review,3.9
PC,Action,Shipwreckers! Review,6.4
PC,Action,Hellfire Review,7.5
PC,Action,Virus: The Game Review,2.9
PC,Action,Turok: Dinosaur Hunter Review,7
PC,Action,Quake II Review,9
PC,Action,Tomb Raider II Review,8.2
PC,Action,Galapagos: Mendel's Escape Review,6
PC,Action,Men In Black: The Game Review,3.4
PC,Action,Oddworld: Abe's Oddysee Review,8.1
PC,Action,Chasm: The Rift Review,6.1
PC,Action,Resident Evil Review,7.2
PC,Action,MageSlayer Review,7.2
PC,Action,Take No Prisoners Review,7
PC,Action,Claw Review,7.7
PC,Action,Dark Earth Review,8
PC,Action,Virtual On Cybertroopers Review,5.7
PC,Action,Lands of Lore: Guardians of Destiny Review,7.9
PC,Action,Sonic 3D Blast Review,5.6
PC,Action,Terracide Review,6.8
PC,Action,Postal Review,6.6
PC,Action,Virtua Fighter 2 Review,8.1
PC,Action,Shadows of the Empire Review,5.8
PC,Action,Jedi Knight: Dark Forces II Review,8.9
PC,Action,Machine Hunter Review,3.1
PC,Action,Hexen II Review,7.3
PC,Action,Blood Omen: Legacy of Kain Review,7.6
PC,Action,Microsoft Entertainment Pack - The Puzzle Collection Review,5.2
PC,Action,Atomic Bomberman Review,5.7
PC,Action,Cryptic Passage Review,8.3
PC,Action,Pandemonium Review,7.6
PC,Action,Meat Puppet Review,4.3
PC,Action,WarGods Review,5.3
PC,Action,Gubble Review,7.8
PC,Action,Ecstatica II Review,7.9
PC,Action,X-Men: Children of the Atom Review,6.7
PC,Action,Blood Review,8
PC,Action,Soldier Boyz Review,3.8
PC,Action,Norse by Norsewest Review,8.3
PC,Action,Star Trek Generations Review,6.5
PC,Action,Redneck Rampage Review,7.4
PC,Action,MDK Review,7.6
PC,Action,HeliCOPS Review,7.3
PC,Action,Outlaws Review,8.6
PC,Action,Duke It Out in D.C. Review,7.8
PC,Action,Quake Mission Pack: Dissolution of Eternity Review,7.7
PC,Action,Yoda Stories Review,4
PC,Action,Marble Drop Review,5.2
PC,Action,Quake Mission Pack: Scourge of Armagon Review,8.6
PC,Action,Stargunner Review,4.8
PC,Action,Q!Zone Review,7.6
PC,Action,The Dark Hour Review,5.3
PC,Action,Shrak for Quake Review,7.7
PC,Action,Die Hard Trilogy Review,7.1
PC,Action,XS Review,4.9
PC,Action,Mutant Penguins Review,5.8
PC,Action,Interpose Review,4.5
PC,Action,NET:Zone Review,3.4
PC,Action,Powerslave Review,5.6
PC,Action,Realms of the Haunting Review,8.5
PC,Action,Hardline Review,4.4
PC,Action,DragonHeart: Fire and Steel Review,3.4
PC,Action,WWF In Your House Review,5.6
PC,Action,Nihilist Review,6.3
PC,Action,Diablo Review,9.6
PC,Action,Deus Review,3.5
PC,Action,Rex Blade: The Battle Begins Review,4.3
PC,Action,Batman Forever: The Arcade Game Review,4.7
PC,Action,Scorched Planet Review,8.2
PC,Action,SoulTrap Review,5
PC,Action,Star Trek: Borg Review,4.1
PC,Action,Killing Time Review,7
PC,Action,SWIV 3D Review,8.6
PC,Action,Alien Trilogy Review,4
PC,Action,Amok Review,3.9
PC,Action,CyberGladiators Review,8.3
PC,Action,Surface Tension Review,6.8
PC,Action,They Call Me... The Skul and The Suit Review,2
PC,Action,Tempest 2000 Review,6.2
PC,Action,Pray for Death Review,5.3
PC,Action,Ashes to Ashes: Feeding the Fires of War! Review,5
PC,Action,Toy Story Review,6.4
PC,Action,Hunter Hunted Review,7
PC,Action,Ravage D.C.X. Review,5
PC,Action,ZPC Review,3.6
PC,Action,Cylindrix Review,6.3
PC,Action,Maui Mallard in Cold Shadow Review,7
PC,Action,Eradicator Review,7.6
PC,Action,Rocket Jockey Review,7.6
PC,Action,Deadly Tide Review,6.4
PC,Action,Virtua Squad Review,7.8
PC,Action,Duke Nukem 3D: Atomic Edition Review,8.9
PC,Action,Hellbender Review,6
PC,Action,Titanic: Adventure out of Time Review,6.6
PC,Action,Star Fighter Review,4.4
PC,Action,Grid Runner Review,6.4
PC,Action,Slamscape Review,4.2
PC,Action,Azrael's Tear Review,5.6
PC,Action,Bedlam Review,6.6
PC,Action,SkullCracker Review,1.6
PC,Action,Assassin 2015 Review,5.3
PC,Action,Daggerfall Review,8.4
PC,Action,Sonic CD Review,5
PC,Action,AstroRock Review,4.7
PC,Action,Crusader: No Regret Review,8.9
PC,Action,Havoc Review,7.4
PC,Action,Marathon 2 Review,8.2
PC,Action,Bug! Review,6
PC,Action,Time Commando Review,8.2
PC,Action,Virtua Fighter PC Review,7.4
PC,Action,Lemmings Paintball Review,5.6
PC,Action,Mind Grind Review,5
PC,Action,Ungaria Review,5
PC,Action,Final Doom Review,4.6
PC,Action,Battle Arena Toshinden Review,6
PC,Action,Tracer Review,6.6
PC,Action,Puzzle Pits Review,4.3
PC,Action,Catfight Review,1.6
PC,Action,Fire Fight Review,6.8
PC,Action,Strife Review,7
PC,Action,Quake Review,9.3
PC,Action,Heretic: Shadow of the Serpent Riders Review,7.6
PC,Action,Rayman Review,7.4
PC,Action,Fox Hunt Review,6.8
PC,Action,TekWar Review,4.6
PC,Action,Terminator: Future Shock Review,8.4
PC,Action,Cyberia2 Review,7.6
PC,Action,Rebel Assault II Review,7.5
PC,Action,Earthworm Jim Review,7.1
PC,Action,Dark Forces Review,7.6
PC,Action,3D Lemmings Review,7.4
PC,Action,Abuse Review,8.6
PC,Action,Brain Dead 13 Review,3.5
PC,Action,Crusader: No Remorse Review,8.4
PC,Action,CyberMage: Darklight Awakening Review,7.6
PC,Action,Descent II Review,9.2
PC,Action,Doom II Review,8.5
PC,Action,Duke Nukem 3D Review,8.8
PC,Action,Fade to Black Review,7.1
PC,Action,Fury 3 Review,7.5
PC,Action,FX Fighter Review,7.2
PC,Action,Hexen Review,6.5
PC,Action,Ice and Fire Review,5
PC,Action,Icebreaker Review,7.2
PC,Action,Magic Carpet II: The Netherworlds Review,9
PC,Action,Rise 2 Resurrection Review,5.1
PC,Adventure,Watch Dogs: Legion Review,8
PC,Adventure,Ghostrunner Review,7
PC,Adventure,Noita Review,7
PC,Adventure,Amnesia: Rebirth Review,8
PC,Adventure,I Am Dead Review – Staying Alive,7
PC,Adventure,Mafia: Definitive Edition Review – An Offer You Could Probably Refuse,6
PC,Adventure,"Hades Review – The Long, Hard Road Out of Hell",9
PC,Adventure,Vampire: The Masquerade - Shadows Of New York Review,6
PC,Adventure,Paradise Killer Review,9
PC,Adventure,Tell Me Why Review,7
PC,Adventure,Evergate Review – Ever Great,8
PC,Adventure,A Short Hike Review,9
PC,Adventure,Control AWE DLC Review – Haunted Oldest House,6
PC,Adventure,Thousand Threads Review -- Post Secrets,5
PC,Adventure,No Straight Roads Review – Bangers And Smash,7
PC,Adventure,Spiritfarer Review – Purrrgatory,9
PC,Adventure,Dead By Daylight Review (2020) – Toying With Terror,9
PC,Adventure,Umurangi Generation Review - Cyberpunk Snap,9
PC,Adventure,Littlewood Review - Big Heart,8
PC,Adventure,Grounded Early Access Review - Little Acorns,6
PC,Adventure,Beyond A Steel Sky Review - Foster The Future,5
PC,Adventure,Superliminal Review - We Need To Go Deeper,8
PC,Adventure,West Of Dead Review - Rogue-lite Cowboy,5
PC,Adventure,Sea Of Thieves Review (2020) - A Voyage Finally Worth Taking,8
PC,Adventure,Resolutiion Review - Do The Right Thing,6
PC,Adventure,Those Who Remain Review - Little Staying Power,3
PC,Adventure,If Found Review - Call Me By My Name,9
PC,Adventure,In Other Waters Review,9
PC,Adventure,Journey To The Savage Planet Review - A Pulpy Sci-Fi Romp,7
PC,Adventure,Frostpunk: The Last Autumn Review - Calm Before The Storm,8
PC,Adventure,Life Is Strange 2: Episode 5 Review - Beyond Good Or Evil,8
PC,Adventure,Blacksad: Under The Skin Review - Dog Days,5
PC,Adventure,Manifold Garden Review - Stairways To Puzzle Heaven,9
PC,Adventure,"Afterparty Review - Drink, Die, Repeat",7
PC,Adventure,Ghost Recon Breakpoint Review - Faulty Reconaissance,4
PC,Adventure,Neo Cab Review - Taxi Cab Confessions,7
PC,Adventure,80 Days Review - A Man And His Fogg,8
PC,Adventure,Blasphemous Review - Darker Souls,7
PC,Adventure,Blair Witch (Game) Review - Prying Eyes,5
PC,Adventure,Creature In The Well Review - Well-Placed Shot,8
PC,Adventure,Knights And Bikes Review - Double Trouble,8
PC,Adventure,Life Is Strange 2: Episode 4 Review - Gotta Have Faith,7
PC,Adventure,Ancestors: The Humankind Odyssey Review - Devolution Of The Species,4
PC,Adventure,Telling Lies Review - Watch Carefully,7
PC,Adventure,Darq Review - Beast Under Your Bed,7
PC,Adventure,Rebel Galaxy Outlaw Review - Space Truckers,8
PC,Adventure,Etherborn Review,6
PC,Adventure,Night Call Review - The Full Fare,8
PC,Adventure,Outer Wilds Review - Extraterrestrial Investigation,9
PC,Adventure,Pathologic 2 Review - The Big Sick,5
PC,Adventure,Draugen Review - Mystery Loves Company,7
PC,Adventure,Observation Review - Space Madness,8
PC,Adventure,A Plague Tale: Innocence Review - Of Rats And Children,8
PC,Adventure,Life Is Strange 2: Episode 3 Review - Choosing Sides,8
PC,Adventure,Whispers of a Machine Review - Hushed Greatness,7
PC,Adventure,Heaven's Vault Review - Come Sail Away,6
PC,Adventure,Hellblade: Senua's Sacrifice Review - The Power Of Empathy,8
PC,Adventure,The World Next Door Review - Anime Angst,6
PC,Adventure,The Walking Dead: The Final Season Episode 4 Review,9
PC,Adventure,Hypnospace Outlaw Review - Weird World Web,8
PC,Adventure,The Occupation Review - On The Clock,8
PC,Adventure,Devotion Review - House Of Horrors,9
PC,Adventure,Eastshade Review - A Brush With Nature,9
PC,Adventure,Astroneer Review - New Frontiers,6
PC,Adventure,Sunless Skies Review - British Steam Power,8
PC,Adventure,Resident Evil 2 Review - RE-vived Nightmares,9
PC,Adventure,Life Is Strange 2: Episode 2 Review - With Great Power,8
PC,Adventure,The Eternal Castle Remastered Review - Vivid Flashbacks,8
PC,Adventure,Monster Boy And The Cursed Kingdom Review - Fit For A King,8
PC,Adventure,Ashen Review - Relationship Souls,9
PC,Adventure,Just Cause 4 Review - Mildly Wild Ride,6
PC,Adventure,Cosmic Top Secret Review - Declassified,7
PC,Adventure,Hitman 2 Review - A Boy And His Briefcase,8
PC,Adventure,11-11: Memories Retold Review - Modernist Warfare,7
PC,Adventure,Sinner: Sacrifice for Redemption Review - Trials and Tribulations,6
PC,Adventure,Return Of The Obra Dinn Review: The Good Ship,9
PC,Adventure,Chasm Review: The Battle Below,8
PC,Adventure,"World of Warcraft: Battle For Azeroth - Come One, Come All",7
PC,Adventure,Assassin's Creed Odyssey Review - Glory Of Sparta,8
PC,Adventure,Life Is Strange 2: Episode 1 Review - What Doesn't Kill Us,9
PC,Adventure,Broken Sword 5: The Serpent's Curse Review,8
PC,Adventure,Lamplight City Review - Cold Case,6
PC,Adventure,Shadow Of The Tomb Raider Review - Guerilla Girl,6
PC,Adventure,Donut County Review: Pit Falls,6
PC,Adventure,We Happy Few Review,4
PC,Adventure,Unavowed Review: Dressed To Possess,9
PC,Adventure,No Man's Sky Next Review: You Are Not Alone,8
PC,Adventure,The Awesome Adventures Of Captain Spirit - Mind Over Matter,8
PC,Adventure,The Forest Review: Are You Afraid Of The Dark?,8
PC,Adventure,Agony Review: A Captivating Disappointment,3
PC,Adventure,"Quarantine Circular Review: Who Are We, Really?",7
PC,Adventure,Conan Exiles Review: Dull And Dense,3
PC,Adventure,State Of Decay 2 Review: The Limping Dead,5
PC,Adventure,City of Brass Review - Hidden Treasure,7
PC,Adventure,"Frostpunk Review: Damned If You Do, Damned If You Don't",9
PC,Adventure,Life Is Strange: Before The Storm Review - Keep the Good Times Rolling,8
PC,Adventure,Extinction Review - A Giant Mess,4
PC,Adventure,Minit Review - Gone In 60 Seconds,8
PC,Adventure,Orwell: Ignorance Is Strength Review - Staunch Surveillance,6
PC,Adventure,Where The Water Tastes Like Wine Review: Hard Travelin',6
PC,Adventure,Rust Review: Life Is Fleeting,3
PC,Adventure,Owlboy Review: A Heartfelt Tale,9
PC,Adventure,Crossing Souls Review: Stuck In The Past,6
PC,Adventure,Night In The Woods Review,9
PC,Adventure,Subnautica Review: A Water Wonderland,9
PC,Adventure,The Red Strings Club Review,9
PC,Adventure,Batman: The Enemy Within - Episode 4: What Ails You Review,9
PC,Adventure,L.A. Noire: The VR Case Files Review,8
PC,Adventure,Hello Neighbor Review,3
PC,Adventure,Rumu Review,7
PC,Adventure,Batman: The Enemy Within - Episode 3: Fractured Mask Review,8
PC,Adventure,Sonic Forces Review,5
PC,Adventure,Assassin's Creed Origins Review,7
PC,Adventure,The Evil Within 2 Review,8
PC,Adventure,The Flame in the Flood Review,8
